,featureID,State,ID,RiverName,RunName,Put In,Take Out,Class,nameNWM,distance
86,9068278.0,GA,488,Jack's ,Jones Mill/Bethlehem Church to Conasauga Confluence,"['34.9051', '-84.5219']","['34.99', '-84.6358']",II-V,Jacks Bay,5.700231962166108
87,6418924.0,GA,489,Lazer Creek ,Hendricks Road to Flint,"['32.772598266602', '-84.47380065918']","['32.810600280762', '-84.403099060059']",I(III),Lazer Creek,0.002727514307774576
88,6415800.0,GA,3691,Line Creek ,Slippery Rock Run,"['33.395565388582', '-84.60667848587']","['33.389999389648', '-84.603302001953']",II+,Line Creek,0.009334293518262258
90,6885228.0,GA,490,Little 3 (Putnam County) ,Glenwood Springs Rd. to Lake Sinclair,"['33.313', '-83.436']","['33.261', '-83.418']",I-II,Little Pine Run,4.4536197813092455
91,2042999.0,GA,4038,Little John Creek ,Skitts Mountain Road to the Chattahoochee,"['34.489799499512', '-83.712699890137']","['34.46960067749', '-83.688400268555']",I,Little John Creek,0.004121757966758315
92,6339098.0,GA,491,Little Towaliga ,Rocky Creek Rd. to Higgins Mill Rd.,"['33.133499', '-84.028198']","['33.128808', '-83.970623']",III,Little Towaliga River,0.00046598819727009227
93,19679519.0,GA,4454,"Little, E.Fk. ",GA 52 to near Lake Lanier,"['34.44340133667', '-83.796600341797']","['34.413898468018', '-83.801803588867']",III+,Little Creek,0.4721622227486594
94,6497786.0,GA,10246,Little ,Playwave near Woodstock,"['34.13', '-84.521']","['', '']",I-II(III),Little River,0.0026281219530275555
95,6498694.0,GA,3396,Long Swamp Creek ,"Grandview Rd to Cove Rd., Near Jasper, GA","['34.4896', '-84.381']","['34.472', '-84.399']",III-IV,Long Swamp Creek,0.008121548867056435
96,2047803.0,GA,4342,Marsh Creek ,Mill Spring Academy to Riverside Rd.,"['33.947498321533', '-84.387298583984']","['33.946098327637', '-84.395401000977']",III-IV,March Creek,0.011755234966767829
97,1049775.0,GA,11146,McNutt Creek ,Jennings Mill to Macon Hwy,"['33.926710981469', '-83.466800004211']","['33.9111412577', '-83.400538712052']",II-III,McNutt Creek,0.0058613368543688395
98,6275959.0,GA,11237,Middle Fork of the Broad River ,Browns Bottom Bridge to Reservoir #44,"['34.524481', '-83.435228']","['34.493843', '-83.429645']",II-III(V),Middle Fork Broad River,0.00015701273834420632
99,12193282.0,GA,3866,Mill Creek ,Cohuttas - Along Mill Creek Rd.,"['34.891998291016', '-84.665199279785']","['34.865398406982', '-84.729400634766']",III-V+,Mill Creek,0.012053784047608668
101,3285950.0,GA,2748,Mobley Creek ,Banks Mill Rd to confluence with upper section of the Dog,"['33.66429901123', '-84.829200744629']","['33.655300140381', '-84.824401855469']",II-III,Mobley Creek,0.0039812281466777505
102,6268008.0,GA,4083,Moccasin Creek ,W. Wildcat Rd to Lake Burton,"['34.860698699951', '-83.640197753906']","['34.844398498535', '-83.589897155762']",III-IV(V+),Moccasin Creek,0.03237986893833968
103,2041891.0,GA,492,Mossy Creek ,New Bridge Road to Chattahoochee River,"['34.513198852539', '-83.68579864502']","['34.446300506592', '-83.674896240234']",III-IV,Mossy Creek,0.0014834660716174118
104,6478159.0,GA,3359,Mountaintown Creek ,Hwy 52w to Hwy 282/76w,"['34.450450897217', '-84.333869934082']","['34.42195892334', '-84.324119567871']",I-II,Mountaintown Creek,0.313147423060149
105,19737035.0,GA,4085,Mud Creek ,Mud Creek Rd. to Chatahoochee,"['34.842998504639', '-83.638702392578']","['34.446300506592', '-83.674896240234']",II-III,Mud Creek,0.3041054630220071
106,3297906.0,GA,494,Mulberry Creek ,GA Route 219 to West Point Lake,"['32.647800445557', '-85.054100036621']","['32.631198883057', '-85.076698303223']",III+(V),Mulberry Creek,0.003032248013709609
107,1057297.0,GA,3819,Murder Creek ,Stanfordville to Lake Sinclair,"['33.2526', '-83.4799']","['33.2182', '-83.4302']",I-II(III),Murder Creek,0.002540281874126719
108,6277115.0,GA,4066,Nancy Town ,Lake Russell to GA 105,"['34.486400604248', '-83.500297546387']","['34.46900177002', '-83.491500854492']",III-V(V+),Nancy Town Creek,0.00038214814477056166
109,3285520.0,GA,4391,Nickajack Creek ,East-West Connector to Bankhead Highway,"['33.8481', '-84.5521']","['33.8034', '-84.5214']",II-III,Nickajack Creek,0.0004527692569104451
110,1047187.0,GA,4115,North Oconee ,Hurricane Shoals County Park,"['34.212799072266', '-83.541999816895']","['34.212799072266', '-83.541999816895']",III,North Oconee River,0.003209160272456825
111,6336550.0,GA,4579,Ocmulgee ,1. Lloyd Shoals Dam to Wise Creek,"['33.3161', '-83.8403']","['33.2433', '-83.8142']",I-II(III),Ocmulgee River,0.0008008845110191648
112,6341430.0,GA,10714,Ocmulgee ,2. Popes Ferry to Macon,"['32.9928', '-83.725']","['32.8458', '-83.6275']",I-II,Ocmulgee River,0.004217122834356843
114,1050261.0,GA,11128,"Oconee, Middle ",2 - Hwy 82 to hwy 330,"['34.032027', '-83.563419']","['33.999031', '-83.503479']",I,Oconee River,0.3356545846700205
115,1050261.0,GA,11061,"Oconee, Middle ",3 - Tallassee Shoals to Ben Burton Park,"['33.990859', '-83.502499']","['33.957543', '-83.438011']",I-III,Oconee River,0.26244968981121897
116,1050261.0,GA,11142,"Oconee, Middle ",4 - Ben Burton Park to Macon Hwy,"['33.957386256462', '-83.437806397906']","['33.919104537516', '-83.390410691205']",I-II,Oconee River,0.1920806037758148
117,1050261.0,GA,11143,"Oconee, Middle ",5 - Macon Hwy to Barnett Shoals Rd,"['33.918655655055', '-83.390391178388']","['33.856243282846', '-83.32663822161']",I-II,Oconee River,0.13129587122684042
118,1050261.0,GA,11145,"Oconee, North ",3 - Dudley Park to College Station Rd,"['33.95750416215', '-83.366400971042']","['33.934416662029', '-83.361940920287']",I(III),Oconee River,0.15032701224049402
119,1050261.0,GA,11144,"Oconee, North ",4 - College Station Rd to Whitehall Rd,"['33.933871977123', '-83.361502726978']","['33.907600883838', '-83.36003936819']",II(III),Oconee River,0.12701421183305855
120,1943791.0,GA,4642,Oconee ,At Milledgeville,"['33.1393', '-83.2019']","['33.0844', '-83.2153']",II+(III),Oconee River,0.0006497815017398827
121,9957438.0,GA,3859,Ogeechee ,Jewell to 123 bridge,"['33.295101165771', '-82.781303405762']","['33.253101348877', '-82.755996704102']",I(III),Ogeechee River,0.0039380399118256965
122,6267482.0,GA,495,Overflow Creek ,USFS Road 86B to Overflow Creek Road Bridge,"['34.995399475098', '-83.235900878906']","['34.949501037598', '-83.206703186035']",IV-V(V+),Overflow Creek,0.0014511114205817972
123,6418092.0,GA,496,Potato Creek ,Hwy 74 to Flint River,"['32.878898620605', '-84.375396728516']","['32.793098449707', '-84.359802246094']",III-IV,Potato Creek,0.0013151451936147464
124,6278065.0,GA,4097,Rice Creek ,Victoria Bryant State Park to GA 145,"['34.297401428223', '-83.158798217773']","['34.290599822998', '-83.176696777344']",III,Rice Creek,0.008513507332755098
125,19697887.0,GA,3637,Rock Creek ,Lula Lake Road to Chattanooga Valley Road,"['34.897300720215', '-85.392997741699']","['34.944499969482', '-85.353202819824']",V+,Rock Creek,0.00794642016999602
126,1050417.0,GA,4117,Rose Creek ,Elder Mill Rd. park and huck,"['33.802200317383', '-83.363899230957']","['33.802200317383', '-83.363899230957']",II-III,Rose Creek,0.010149571881848026
127,2047873.0,GA,497,Rottenwood Creek ,Windy Hill Rd to Chattahoochee River,"['33.902900695801', '-84.466499328613']","['33.872898101807', '-84.452598571777']",III-IV,Rottenwood Creek,0.011171049236753907
128,22720799.0,GA,4087,Savannah ,Savannah Rapids Park to North Augusta Boat Ramp,"['33.5483', '-82.036']","['33.4942', '-81.9902']",II(III),Savannah River,0.0024696558464775394
129,19668743.0,GA,5053,Sea Creek ,Polecat Falls,"['34.7708', '-84.094']","['34.7688', '-84.0965']",IV,Star Creek,0.14415656072825558
130,6496640.0,GA,499,Settingdown Creek ,Pooles Mill to GA Route 369,"['34.294200897217', '-84.101097106934']","['34.292400360107', '-84.138198852539']",III+(IV),Settingdown Creek,0.0066683783415448965
131,2047783.0,GA,5073,Sewell Mill Creek ,Murdock Road to Sewell Mill Road,"['33.987098693848', '-84.459197998047']","['33.985500335693', '-84.454902648926']",II-III,Sewell Mill Creek,0.02650387718977116
132,6270470.0,GA,4092,Shoal Creek ,GA 77 to Lake Hartwell,"['34.452301025391', '-83.041900634766']","['34.452301025391', '-83.041900634766']",II+,Shoal Creek,0.003318750689579089
134,3286312.0,GA,498,Snake ,Banning Mill Road to Johns Mill,"['33.529598236084', '-84.92790222168']","['33.517200469971', '-84.906097412109']",II-III+,Snake Creek,0.008689528721080681
135,23123397.0,GA,500,Sope Creek ,Lower Roswell Rd to Chattahoochee River,"['33.955699920654', '-84.443199157715']","['33.904899597168', '-84.442901611328']",III-IV(V),Pacific Creek,0.01652479276723387
136,24645816.0,GA,4107,South ,GA 81 to Snapping Shoals Creek,"['33.484600067139', '-83.957901000977']","['33.486099243164', '-83.950996398926']",III,South River,0.0004491560066137701
137,6333824.0,GA,11180,South ,Klondike Rd to Ga 138/Stockbridge Hwy,"['33.6302', '-84.1284']","['33.602', '-84.1']",I(III),South River,0.002185769658497481
138,23017962.0,GA,3577,Stekoa Creek ,1- Upper: Highway 23 to Rickman Airfield Road,"['34.841701507568', '-83.416198730469']","['34.832412719727', '-83.405075073242']",IV-V+,Hangman Creek,0.0020017980190725803
139,6268074.0,GA,501,Stekoa Creek ,2- Timber Bluff Road off US Route 76 to Chattooga River,"['34.8381', '-83.3597']","['34.7684', '-83.3208']",II-V(V+),Stekoa Creek,0.004538738150631543
140,3285750.0,GA,502,Sweetwater Creek ,Sweetwater Creek State Park to Chattahoochee River,"['33.752998352051', '-84.626098632812']","['33.71789932251', '-84.610000610352']",III-IV(V),Sweetwater Creek,0.005423728784395552
142,6479093.0,GA,504,Talking Rock Creek ,1- GA Highway 5 in Blaine to GA Highway 136,"['34.523601531982', '-84.524398803711']","['34.584201812744', '-84.658798217773']",I-III,Talking Rock Creek,0.0011671357550085176
143,6479111.0,GA,503,Talking Rock Creek ,GA Highway 136 to Carters Lake Reservoir,"['34.525901794434', '-84.571296691895']","['34.588401794434', '-84.667602539062']",I-III,Talking Rock Creek,0.00783350105491207
144,6265816.0,GA,3679,Tallulah ,1 - GA/NC State Line to Tate Branch Campground,"['35.0177', '-83.5549']","['34.9606', '-83.5574']",I-II(III),Tallulah River,0.00898419167204646
145,6267594.0,GA,507,Tallulah ,2 - Tate Branch Campground to Coleman River,"['34.9609', '-83.5577']","['34.9301', '-83.5452']",V,Tallulah River,0.000403112887413327
146,6267682.0,GA,505,Tallulah ,3 - Coleman River Junction to Lake Burton,"['34.929', '-83.5455']","['34.8674', '-83.5387']",II-III+,Tallulah River,0.002215777290250803
147,6268344.0,GA,3640,Tallulah ,4 - Middle - Old Hwy 441 to Tallulah Falls Lake,"['34.7651', '-83.4157']","['34.7496', '-83.407']",II-III,Tallulah River,0.007470107094281672
148,6269440.0,GA,506,Tallulah ,5 - Tallulah Gorge to Lake Tugaloo,"['34.731700897217', '-83.398300170898']","['34.721900939941', '-83.361701965332']",IV-V,Tallulah River,0.012020873563168177
149,3286474.0,GA,4022,Tanyard Branch ,above Dorsett Shoals Rd.,"['33.686401367188', '-84.749000549316']","['33.670799255371', '-84.747299194336']",III-IV,Tanyard Branch,0.0015421734647185718
150,2041411.0,GA,508,Tesnatee Creek ,Town Creek Road to Copper Mine,"['34.585300445557', '-83.805702209473']","['34.544399261475', '-83.888702392578']",I-II(IV),Tesnatee Creek,0.013244014163830387
151,6268250.0,GA,4463,Tiger Creek ,Lakemont to Tallulah River,"['34.791500091553', '-83.415702819824']","['34.779499053955', '-83.415199279785']",III,Tiger Creek,0.004746342676344986
152,19669307.0,GA,509,Toccoa ,Deep Hole Recreation Area to Sandy Bottoms,"['34.740299224854', '-84.140602111816']","['34.787117004395', '-84.238723754883']",I-II(III),Toccoa River,0.005012621078600183
153,19669291.0,GA,4320,Toccoa ,Sandy Bottoms to Tilley Bend,"['34.7871', '-84.2387']","['34.8011', '-84.2489']",I-II,Toccoa River,0.0017985341253352028
154,6339644.0,GA,510,Towaliga ,High Falls,"['33.1802', '-84.0207']","['33.1714', '-84.0077']",I-III+(V),Towaliga River,0.003195790356078803
155,6339646.0,GA,11154,Towaliga ,High Falls State Park to Ga 42,"['33.17665', '-84.01454']","['33.1216', '-83.9434']",I-II,Towaliga River,0.0001649242250219094
156,19697549.0,GA,3641,Warren Creek ,Hwy 301 to Nickajack Lake,"['34.9523', '-85.6144']","['34.9732', '-85.5815']",IV-V+,Warren Creek,0.0012033287165148481
157,6269176.0,GA,2731,Warwoman Creek ,Earl's Ford Road to Chattooga River,"['34.901298522949', '-83.250602722168']","['34.860298156738', '-83.247001647949']",II-III,Warwoman Creek,0.0012161708378892818
158,3291014.0,GA,512,Whooping Creek ,Whooping Creek Rd to Ga Hwy 5.,"['33.492000579834', '-85.023002624512']","['33.46129989624', '-84.996803283691']",I-III,Whooping Creek,0.0048962763877353965
159,6268106.0,GA,4084,Wildcat Creek ,roadside to W. Wildcat Creek Road,"['34.827663421631', '-83.620269775391']","['34.833793640137', '-83.597869873047']",III-V,Wildcat Creek,0.001850224657041704
160,3286136.0,GA,4073,Wolf Creek ,Jones Mill Road to Hwy 5,"['33.557201385498', '-84.911499023438']","['33.545101165771', '-84.846603393555']",I,Wolf Creek,0.01237995358231157
161,2041227.0,GA,3636,Yahoola Creek ,1. Walnut Valley Rd. to Duffy Grizzle Rd.,"['34.6159', '-83.9908']","['34.5758', '-83.9839']",II-IV(V),Yahoola Creek,0.002280635876233039
162,2041705.0,GA,3827,Yahoola Creek ,2. US 19 to Chestatee River,"['34.550899505615', '-83.994102478027']","['34.507801055908', '-83.975303649902']",I-II(III),Yahoola Creek,0.002705734129573416
163,6333398.0,GA,513,Yellow ,1. River Drive to US 78 ,"['33.890701293945', '-84.04810333252']","['33.804901123047', '-84.075202941895']",I-II,Yellow River,0.023543905049836084
164,6333492.0,GA,3389,Yellow ,2. US 78 to Hwy 124,"['33.831802368164', '-84.088539123535']","['33.772701263428', '-84.058296203613']",I-III,Yellow River,0.006484275683964321
165,6333538.0,GA,4496,Yellow ,3. Hwy 124 to I-20,"['33.7727', '-84.0583']","['33.6144', '-83.915']",II-III,Yellow River,0.0017480560631719176
0,23936851.0,HI,3188,Hanalei ,Headwaters to the Ocean,"['22.118200302124', '-159.45520019531']","['22.217779159546', '-159.50082397461']",I,Hanley Creek,41.54055807915965
1,8933502.0,HI,4634,Koaie Stream ,Koai Camp to Waimea Canyon,"['22.112499237061', '-159.56199645996']","['22.071899414062', '-159.64599609375']",IV-V(V+),Cold Stream,42.864588439734284
2,5330707.0,HI,4635,Ohe'o Gulch ,Seven Sacred Pools,"['20.665100097656', '-156.04849243164']","['20.662700653076', '-156.04110717773']",IV-V+,Pine Gulch Creek,37.53478537298672
3,23949491.0,HI,4665,Wailuku River (Hilo Run) ,Waikaloa River State Park to HI 20,"['19.7149', '-155.138']","['19.7263', '-155.09']",III-V(V+),Winchuck River,38.13120568720193
4,23915575.0,HI,3920,Waimea ,Waimea Canyon,"['22.09289932251', '-159.62219238281']","['21.980899810791', '-159.66040039062']",II-IV+(V),Wimer Creek,41.30620265291668
2,7016577.0,IA,10267,Cedar ,Charles City Whitewater,"['43.0662', '-92.680496']","['43.064301', '-92.676399']",III,Cedar River,0.002789795870669408
6,6594292.0,IA,4394,"Lizard Creek, N.Br. ",from Lentsch Access to confluence w/ Des Moines river in For...,"['42.539869', '-94.343417']","['42.511119', '-94.204861']",I-II,Lizard Creek,0.004598496493425299
7,13376193.0,IA,10410,Maquoketa River ,Manchester Whitewater Park,"['42.482899', '-91.458702']","['42.4813', '-91.458099']",I(II),Maquoketa River,0.005506843469723694
0,23316640.0,ID,514,Battle Creek ,Headwaters to Owyhee River,"['42.694599151611', '-116.40000152588']","['42.23722076416', '-116.52388763428']",II-III,Battle Creek,0.0016391609349486848
1,23519299.0,ID,516,Bear Valley Creek ,Fir Creek Campground to Middle Fork Salmon confluence,"['44.43111038208', '-115.29138946533']","['44.529445648193', '-115.29222106934']",II-III,Bear Valley Creek,0.008921469140039431
2,4556948.0,ID,515,Bear ,1 - Black Canyon - Grace Dam Bridge to Grace Powerhouse,"['42.585701', '-111.728996']","['42.5429', '-111.797997']",IV(V),Bear River,0.0051527252012912505
3,4556536.0,ID,5125,Bear ,2 - Grace Powerhouse to the Oneida Reservoir,"['42.532', '-111.796']","['42.347', '-111.713']",I,Bear River,0.00013242356286017302
4,4560868.0,ID,1832,Bear ,3 - Oneida Powerhouse to ID-36,"['42.2677', '-111.75']","['42.193', '-111.779']",I-II,Bear River,0.004531423175999687
6,23551752.0,ID,518,Big Creek (Tributary of Middle Fork Salmon River) ,"Big Creek Airstrip to Cache Bar, Middle Fork of Salmon","['45.1306', '-115.32']","['45.291401', '-114.609001']",III-IV,East Fork South Fork Salmon River,0.18271180209553692
8,23238470.0,ID,519,"Big Lost, E. Fork ","Headwaters 12.9 mi to Star Hope Creek, 14.2 mi to Forks","['43.802398681641', '-113.82689666748']","['43.942501068115', '-114.09850311279']",II-III,Big Lost River,0.1923953429568556
9,23588610.0,ID,520,Big Sand Creek ,Swamp Creek Trail to White Sand Creek,"['46.389999389648', '-114.58360290527']","['46.412399291992', '-114.52760314941']",V,Big Sand Creek,0.0017204704214543055
10,24470026.0,ID,525,Bitch Creek ,Coyote Meadows to Highway 32 Bridge,"['43.9794', '-110.983']","['43.9406', '-111.18']",III-IV,Bitch Creek,0.009909176000045962
12,24479195.0,ID,526,Blackfoot ,Blackfoot Dam to Cutthroat Creek Campground,"['43.0012', '-111.73']","['43.0395', '-111.857']",II,Blackfoot River,0.00038662126169780484
13,24479083.0,ID,527,Blackfoot ,Cutthroat Trout Campground to Trail Creek Bridge,"['43.035', '-111.85']","['43.1242', '-111.917']",II,Blackfoot River,0.003048249497672248
15,23543794.0,ID,530,"Boise, N. Fork ",Barber Flat to confluence with Boise River at Troutdale,"['43.793899536133', '-115.57900238037']","['43.715301513672', '-115.64099884033']",III-IV,Boise Creek,1.6532020176406899
16,23543794.0,ID,532,"Boise, S. Fork ",1. Anderson Ranch Dam to Danskin Bridge,"['43.3589', '-115.454']","['43.4', '-115.557']",I-II(III),Boise Creek,2.0826130087678383
18,10312686.0,ID,3135,Boise ,Downtown Boise,"['43.56600189209', '-116.13300323486']","['43.640998840332', '-116.24800109863']",I-III,Castleton River,0.008308966843105661
19,23382265.0,ID,3090,Boise ,Troutdale Campground to Badger Creek Campground,"['43.708057403565', '-115.64167022705']","['43.646110534668', '-115.75']",II,Boise River,0.0008682463531390622
20,23382267.0,ID,529,Boise ,Troutdale to Willow Creek Campground,"['43.716201782227', '-115.62259674072']","['43.645198822021', '-115.75170135498']",I-III,Boise River,0.013910937577438498
21,19730380.0,ID,10359,Boulder Creek ,Gorge,"['48.5867', '-116.147']","['48.6167', '-116.057']",IV-V,Trout Creek,0.002248762660795332
22,24374672.0,ID,421,Boundary Creek ,Near Canadian border to Road 2450,"['48.999599456787', '-116.69999694824']","['48.995300292969', '-116.56800079346']",V,Boundary Creek,1.25646957335403
